artist,track,track_url,tags,description,cluster,vibe
Arctic Monkeys,Do I Wanna Know?,https://www.last.fm/music/Arctic+Monkeys/_/Do+I+Wanna+Know%3F,"indie rock, indie, alternative, rock, arctic monkeys, alternative rock, british, 2013, sexy, 2013 single","Artist Arctic Monkeys with song Do I Wanna Know? tagged by:indie rock, indie, alternative, rock, arctic monkeys, alternative rock, british, 2013, sexy, 2013 single",2,Nostalgic
Arctic Monkeys,Why'd You Only Call Me When You're High?,https://www.last.fm/music/Arctic+Monkeys/_/Why%27d+You+Only+Call+Me+When+You%27re+High%3F,"indie rock, indie, love at first listen, rock, sexy, british, alternative, 2013, alternative rock, The Suburbs with DJ Garebear","Artist Arctic Monkeys with song Why'd You Only Call Me When You're High? tagged by:indie rock, indie, love at first listen, rock, sexy, british, alternative, 2013, alternative rock, The Suburbs with DJ Garebear",2,Nostalgic
Arctic Monkeys,I Wanna Be Yours,https://www.last.fm/music/Arctic+Monkeys/_/I+Wanna+Be+Yours,"indie rock, alternative, indie, british, rock, sexy, 2013, Love, arctic monkeys, alternative rock","Artist Arctic Monkeys with song I Wanna Be Yours tagged by:indie rock, alternative, indie, british, rock, sexy, 2013, Love, arctic monkeys, alternative rock",2,Nostalgic
Arctic Monkeys,Fluorescent Adolescent,https://www.last.fm/music/Arctic+Monkeys/_/Fluorescent+Adolescent,"indie rock, indie, british, rock, alternative, alternative rock, arctic monkeys, 00s, britpop, Garage Rock","Artist Arctic Monkeys with song Fluorescent Adolescent tagged by:indie rock, indie, british, rock, alternative, alternative rock, arctic monkeys, 00s, britpop, Garage Rock",2,Nostalgic
Doja Cat,Kiss Me More (feat. SZA),https://www.last.fm/music/Doja+Cat/_/Kiss+Me+More+(feat.+SZA),"pop, pop rap, 2021, rnb, planet her, 2020s, dance-pop, nu-disco, bubblegum pop, rap","Artist Doja Cat with song Kiss Me More (feat. SZA) tagged by:pop, pop rap, 2021, rnb, planet her, 2020s, dance-pop, nu-disco, bubblegum pop, rap",0,Confident
Doja Cat,Woman,https://www.last.fm/music/Doja+Cat/_/Woman,"afrobeat, pop, rap, rnb, love at first listen, my top songs, afrobeats, 2020s, 2021, sexy","Artist Doja Cat with song Woman tagged by:afrobeat, pop, rap, rnb, love at first listen, my top songs, afrobeats, 2020s, 2021, sexy",0,Confident
Doja Cat,Streets,https://www.last.fm/music/Doja+Cat/_/Streets,"rnb, 2010s, 2019, sexy, sensual, love at first listen, rap, MARCO, Songs to Make Love to, trap","Artist Doja Cat with song Streets tagged by:rnb, 2010s, 2019, sexy, sensual, love at first listen, rap, MARCO, Songs to Make Love to, trap",5,Energetic
Doja Cat,Need to Know,https://www.last.fm/music/Doja+Cat/_/Need+to+Know,"pop rap, Hip-Hop, trap, rap, 2021, rnb, cloud rap, pop, sex, best of 2021","Artist Doja Cat with song Need to Know tagged by:pop rap, Hip-Hop, trap, rap, 2021, rnb, cloud rap, pop, sex, best of 2021",5,Energetic
Doja Cat,Say So,https://www.last.fm/music/Doja+Cat/_/Say+So,"pop, Disco, rap, Hip-Hop, dance-pop, pop rap, dance, 2020, nu-disco, disco rap","Artist Doja Cat with song Say So tagged by:pop, Disco, rap, Hip-Hop, dance-pop, pop rap, dance, 2020, nu-disco, disco rap",5,Energetic
The Neighbourhood,Sweater Weather,https://www.last.fm/music/The+Neighbourhood/_/Sweater+Weather,"indie, alternative, chill, summer, can't stop listening, indie rock, alternative rock, indie pop, 2013, rock","Artist The Neighbourhood with song Sweater Weather tagged by:indie, alternative, chill, summer, can't stop listening, indie rock, alternative rock, indie pop, 2013, rock",1,Determined
The Neighbourhood,Daddy Issues,https://www.last.fm/music/The+Neighbourhood/_/Daddy+Issues,"indie, groovy, alternative, instrumental, Hip-Hop, loud, spoken, Moderate, pop, Dry","Artist The Neighbourhood with song Daddy Issues tagged by:indie, groovy, alternative, instrumental, Hip-Hop, loud, spoken, Moderate, pop, Dry",5,Energetic
The Neighbourhood,Softcore,https://www.last.fm/music/The+Neighbourhood/_/Softcore,"alternative, synthpop, indie pop, shoegaze, rnb, alternative rnb, indie, electronic, pop, electropop","Artist The Neighbourhood with song Softcore tagged by:alternative, synthpop, indie pop, shoegaze, rnb, alternative rnb, indie, electronic, pop, electropop",1,Determined
The Neighbourhood,You Get Me So High,https://www.last.fm/music/The+Neighbourhood/_/You+Get+Me+So+High,"alternative, indietronica, indie pop, rnb, dream pop, alt-pop, crushing, alternative rnb, shse, Vibing","Artist The Neighbourhood with song You Get Me So High tagged by:alternative, indietronica, indie pop, rnb, dream pop, alt-pop, crushing, alternative rnb, shse, Vibing",4,Euphoric
The Neighbourhood,Afraid,https://www.last.fm/music/The+Neighbourhood/_/Afraid,"indie, indie rock, alternative, rock, chill, alternative rock, 2013, Neo-Psychedelia, emile haynie, dark","Artist The Neighbourhood with song Afraid tagged by:indie, indie rock, alternative, rock, chill, alternative rock, 2013, Neo-Psychedelia, emile haynie, dark",1,Determined
Frank Ocean,Pink + White,https://www.last.fm/music/Frank+Ocean/_/Pink+%252B+White,"rnb, Neo-Soul, For our kids, soul, beyonce, Olivia, Love, I got Olivia forever, 2016, malik and olivia","Artist Frank Ocean with song Pink + White tagged by:rnb, Neo-Soul, For our kids, soul, beyonce, Olivia, Love, I got Olivia forever, 2016, malik and olivia",3,Reflective
Frank Ocean,Thinkin Bout You,https://www.last.fm/music/Frank+Ocean/_/Thinkin+Bout+You,"rnb, soul, r&b, 2012, Neo-Soul, alternative rnb, Thinking About You, Love, love at first listen, Frank Ocean","Artist Frank Ocean with song Thinkin Bout You tagged by:rnb, soul, r&b, 2012, Neo-Soul, alternative rnb, Thinking About You, Love, love at first listen, Frank Ocean",3,Reflective
Frank Ocean,Lost,https://www.last.fm/music/Frank+Ocean/_/Lost,"rnb, soul, r&b, Neo-Soul, Hip-Hop, alternative rnb, american, pop, rhythm and blues, r'n'b","Artist Frank Ocean with song Lost tagged by:rnb, soul, r&b, Neo-Soul, Hip-Hop, alternative rnb, american, pop, rhythm and blues, r'n'b",3,Reflective
Frank Ocean,Ivy,https://www.last.fm/music/Frank+Ocean/_/Ivy,"dream pop, rnb, Psychedelic Soul, art pop, 2016, Frank Ocean, singer-songwriter, indie pop, bedroom pop, goat","Artist Frank Ocean with song Ivy tagged by:dream pop, rnb, Psychedelic Soul, art pop, 2016, Frank Ocean, singer-songwriter, indie pop, bedroom pop, goat",3,Reflective
Frank Ocean,White Ferrari,https://www.last.fm/music/Frank+Ocean/_/White+Ferrari,"rnb, singer-songwriter, art pop, dream pop, Neo-Soul, ambient pop, Hip-Hop, depression, The Beatles, sad","Artist Frank Ocean with song White Ferrari tagged by:rnb, singer-songwriter, art pop, dream pop, Neo-Soul, ambient pop, Hip-Hop, depression, The Beatles, sad",3,Reflective
Paramore,Misery Business,https://www.last.fm/music/Paramore/_/Misery+Business,"rock, pop punk, female vocalists, Paramore, alternative, alternative rock, emo, punk, punk rock, pop rock","Artist Paramore with song Misery Business tagged by:rock, pop punk, female vocalists, Paramore, alternative, alternative rock, emo, punk, punk rock, pop rock",1,Determined
Paramore,Still Into You,https://www.last.fm/music/Paramore/_/Still+Into+You,"rock, pop, 2013, pop rock, KICK, catchy, love at first listen, power pop, Paramore, new wave","Artist Paramore with song Still Into You tagged by:rock, pop, 2013, pop rock, KICK, catchy, love at first listen, power pop, Paramore, new wave",2,Nostalgic
Paramore,The Only Exception,https://www.last.fm/music/Paramore/_/The+Only+Exception,"acoustic, alternative, Love, Paramore, female vocalists, rock, beautiful, Acoustic Rock, 955 WKQI, <3","Artist Paramore with song The Only Exception tagged by:acoustic, alternative, Love, Paramore, female vocalists, rock, beautiful, Acoustic Rock, 955 WKQI, <3",6,Calm
Paramore,All I Wanted,https://www.last.fm/music/Paramore/_/All+I+Wanted,"rock, alternative rock, Paramore, female vocalists, alternative, love at first listen, pop punk, <3, brand new eyes, beautiful","Artist Paramore with song All I Wanted tagged by:rock, alternative rock, Paramore, female vocalists, alternative, love at first listen, pop punk, <3, brand new eyes, beautiful",2,Nostalgic
Paramore,That's What You Get,https://www.last.fm/music/Paramore/_/That%27s+What+You+Get,"rock, pop punk, female vocalists, alternative, Paramore, alternative rock, pop rock, emo, punk rock, pop","Artist Paramore with song That's What You Get tagged by:rock, pop punk, female vocalists, alternative, Paramore, alternative rock, pop rock, emo, punk rock, pop",1,Determined
Chappell Roan,"Good Luck, Babe!","https://www.last.fm/music/Chappell+Roan/_/Good+Luck,+Babe%21","synthpop, baroque pop, new wave, pop rock, pop, indie pop, synth-pop, 2024, my top songs, gay pop","Artist Chappell Roan with song Good Luck, Babe! tagged by:synthpop, baroque pop, new wave, pop rock, pop, indie pop, synth-pop, 2024, my top songs, gay pop",4,Euphoric
Chappell Roan,HOT TO GO!,https://www.last.fm/music/Chappell+Roan/_/HOT+TO+GO%21,"synthpop, pop, new wave, dance-pop, new rave, electropop, fun, 2023, Post-punk revival, synth pop","Artist Chappell Roan with song HOT TO GO! tagged by:synthpop, pop, new wave, dance-pop, new rave, electropop, fun, 2023, Post-punk revival, synth pop",4,Euphoric
Chappell Roan,Pink Pony Club,https://www.last.fm/music/Chappell+Roan/_/Pink+Pony+Club,"pop, synthpop, indie pop, indie, pop rock, dance-pop, post-grunge, synth-pop, indie rock, modern rock","Artist Chappell Roan with song Pink Pony Club tagged by:pop, synthpop, indie pop, indie, pop rock, dance-pop, post-grunge, synth-pop, indie rock, modern rock",4,Euphoric
Chappell Roan,Red Wine Supernova,https://www.last.fm/music/Chappell+Roan/_/Red+Wine+Supernova,"pop, electropop, dance-pop, synthpop, sapphic, Color in the name, indie, electronic, female vocalist, indie pop","Artist Chappell Roan with song Red Wine Supernova tagged by:pop, electropop, dance-pop, synthpop, sapphic, Color in the name, indie, electronic, female vocalist, indie pop",4,Euphoric
Chappell Roan,Casual,https://www.last.fm/music/Chappell+Roan/_/Casual,"pop, dream pop, soft rock, singer-songwriter, pop rock, Ballad, synthpop, 2020s, alt-pop, all Music","Artist Chappell Roan with song Casual tagged by:pop, dream pop, soft rock, singer-songwriter, pop rock, Ballad, synthpop, 2020s, alt-pop, all Music",4,Euphoric
The Marías,No One Noticed,https://www.last.fm/music/The+Mar%C3%ADas/_/No+One+Noticed,"dream pop, Neo-Psychedelia, Sophisti-Pop, bedroom pop, singer-songwriter, indie, Love, art pop, ambient pop, trip hop","Artist The Marías with song No One Noticed tagged by:dream pop, Neo-Psychedelia, Sophisti-Pop, bedroom pop, singer-songwriter, indie, Love, art pop, ambient pop, trip hop",7,Melancholic
The Marías,Sienna,https://www.last.fm/music/The+Mar%C3%ADas/_/Sienna,"alt-pop, dream pop, bedroom pop, soft rock, Yay, indie, indie pop, love at first listen, Sophisti-Pop, psychedelic pop","Artist The Marías with song Sienna tagged by:alt-pop, dream pop, bedroom pop, soft rock, Yay, indie, indie pop, love at first listen, Sophisti-Pop, psychedelic pop",7,Melancholic
The Marías,Heavy,https://www.last.fm/music/The+Mar%C3%ADas/_/Heavy,"WSUM 91.7 FM Madison, dream pop, i think we re friends now with DJ Toast, synthpop, bedroom pop, alt-pop, electropop, alternative rnb, Sophisti-Pop","Artist The Marías with song Heavy tagged by:WSUM 91.7 FM Madison, dream pop, i think we re friends now with DJ Toast, synthpop, bedroom pop, alt-pop, electropop, alternative rnb, Sophisti-Pop",6,Calm
The Marías,Only in My Dreams,https://www.last.fm/music/The+Mar%C3%ADas/_/Only+in+My+Dreams,"WSUM 91.7 FM Madison, cloud nine, dream pop, nice, indie pop, California, guitar, bedroom pop, she wants you bro, psychadelic pop","Artist The Marías with song Only in My Dreams tagged by:WSUM 91.7 FM Madison, cloud nine, dream pop, nice, indie pop, California, guitar, bedroom pop, she wants you bro, psychadelic pop",6,Calm
The Marías,Run Your Mouth,https://www.last.fm/music/The+Mar%C3%ADas/_/Run+Your+Mouth,"dance-pop, alt-pop, Sophisti-Pop, synthpop, dream pop, indie pop, new wave, synth funk, bedroom pop, nu-disco","Artist The Marías with song Run Your Mouth tagged by:dance-pop, alt-pop, Sophisti-Pop, synthpop, dream pop, indie pop, new wave, synth funk, bedroom pop, nu-disco",7,Melancholic
PinkPantheress,Pain,https://www.last.fm/music/PinkPantheress/_/Pain,"2-step, bedroom pop, new jack swing, pop, UK Garage, indie, rnb, alt-pop, contemporary rnb, dance pop","Artist PinkPantheress with song Pain tagged by:2-step, bedroom pop, new jack swing, pop, UK Garage, indie, rnb, alt-pop, contemporary rnb, dance pop",4,Euphoric
PinkPantheress,Boy's a liar Pt. 2,https://www.last.fm/music/PinkPantheress/_/Boy%27s+a+liar+Pt.+2,"rap, pop rap, hip hop, bitpop, dance-pop, baltimore club, jersey club, ice spice, mothers, rhythms and blues","Artist PinkPantheress with song Boy's a liar Pt. 2 tagged by:rap, pop rap, hip hop, bitpop, dance-pop, baltimore club, jersey club, ice spice, mothers, rhythms and blues",5,Energetic
PinkPantheress,I Must Apologise,https://www.last.fm/music/PinkPantheress/_/I+Must+Apologise,"atmospheric drum and bass, liquid drum and bass, Drum and bass, 2021, electronic, indie pop, electropop, Drum n Bass, dnb, alt-pop","Artist PinkPantheress with song I Must Apologise tagged by:atmospheric drum and bass, liquid drum and bass, Drum and bass, 2021, electronic, indie pop, electropop, Drum n Bass, dnb, alt-pop",4,Euphoric
PinkPantheress,Attracted to You,https://www.last.fm/music/PinkPantheress/_/Attracted+to+You,"rock, indie, short, pop, pop rock, synthpop, indie pop, favorite album, l, Kpop","Artist PinkPantheress with song Attracted to You tagged by:rock, indie, short, pop, pop rock, synthpop, indie pop, favorite album, l, Kpop",7,Melancholic
PinkPantheress,Break It Off - Bonus,https://www.last.fm/music/PinkPantheress/_/Break+It+Off+-+Bonus,"atmospheric drum and bass, pop, jungle, breakcore, alt-pop, UK Garage, Drum and bass, real, jazzstep, idk","Artist PinkPantheress with song Break It Off - Bonus tagged by:atmospheric drum and bass, pop, jungle, breakcore, alt-pop, UK Garage, Drum and bass, real, jazzstep, idk",4,Euphoric
Deftones,Change (In the House of Flies),https://www.last.fm/music/Deftones/_/Change+(In+the+House+of+Flies),"metal, rock, alternative rock, alternative, alternative metal, Deftones, Nu Metal, beautiful, atmospheric, melancholy","Artist Deftones with song Change (In the House of Flies) tagged by:metal, rock, alternative rock, alternative, alternative metal, Deftones, Nu Metal, beautiful, atmospheric, melancholy",1,Determined
Deftones,My Own Summer (Shove It),https://www.last.fm/music/Deftones/_/My+Own+Summer+(Shove+It),"Nu Metal, metal, alternative, alternative metal, alternative rock, rock, Deftones, 90s, Nu-metal, hard rock","Artist Deftones with song My Own Summer (Shove It) tagged by:Nu Metal, metal, alternative, alternative metal, alternative rock, rock, Deftones, 90s, Nu-metal, hard rock",1,Determined
Deftones,Be Quiet and Drive (Far Away),https://www.last.fm/music/Deftones/_/Be+Quiet+and+Drive+(Far+Away),"alternative metal, Nu Metal, metal, alternative rock, shoegaze, rock, alternative, 90s, Deftones, melancholy","Artist Deftones with song Be Quiet and Drive (Far Away) tagged by:alternative metal, Nu Metal, metal, alternative rock, shoegaze, rock, alternative, 90s, Deftones, melancholy",1,Determined
Deftones,Sextape,https://www.last.fm/music/Deftones/_/Sextape,"alternative metal, metal, alternative rock, Deftones, beautiful, rock, alternative, Nu Metal, dream pop, shoegaze","Artist Deftones with song Sextape tagged by:alternative metal, metal, alternative rock, Deftones, beautiful, rock, alternative, Nu Metal, dream pop, shoegaze",1,Determined
Deftones,Cherry Waves,https://www.last.fm/music/Deftones/_/Cherry+Waves,"alternative metal, alternative rock, alternative, metal, shoegaze, rock, Nu Metal, beautiful, amazing, Dreamy","Artist Deftones with song Cherry Waves tagged by:alternative metal, alternative rock, alternative, metal, shoegaze, rock, Nu Metal, beautiful, amazing, Dreamy",1,Determined
Justin Bieber,Beauty and a Beat,https://www.last.fm/music/Justin+Bieber/_/Beauty+and+a+Beat,"pop, dance, Hip-Hop, male vocalists, nicki minaj, justin bieber, Canadian, electropop, my top songs, rap","Artist Justin Bieber with song Beauty and a Beat tagged by:pop, dance, Hip-Hop, male vocalists, nicki minaj, justin bieber, Canadian, electropop, my top songs, rap",0,Confident
Justin Bieber,Sorry,https://www.last.fm/music/Justin+Bieber/_/Sorry,"pop, dancehall, 2015, tropical house, dance, party, moombahton, justin bieber, Dancehall Pop, Canadian","Artist Justin Bieber with song Sorry tagged by:pop, dancehall, 2015, tropical house, dance, party, moombahton, justin bieber, Dancehall Pop, Canadian",0,Confident
Justin Bieber,Baby,https://www.last.fm/music/Justin+Bieber/_/Baby,"pop, justin bieber, rnb, Love, fun, guilty pleasure, romantic, baby, Love it, 2010","Artist Justin Bieber with song Baby tagged by:pop, justin bieber, rnb, Love, fun, guilty pleasure, romantic, baby, Love it, 2010",0,Confident
